Version,Date_of_report,Date_of_publication,Municipality_code,Municipality_name,Province,Security_region_code,Security_region_name,Municipal_health_service,ROAZ_region,Total_reported,Deceased,Hospital_admission
4,2022-02-11 10:00:00,2022-02-11,GM0114,Emmen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,707,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0118,Hoogeveen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,297,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0119,Meppel,Drenthe,VR03,Drenthe,GGD Drenthe,Netwerk Acute Zorg regio Zwolle,198,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0141,Almelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,372,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0147,Borne,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,114,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0148,Dalfsen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,185,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0150,Deventer,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,710,0,2
4,2022-02-11 10:00:00,2022-02-11,GM0153,Enschede,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,789,0,1
4,2022-02-11 10:00:00,2022-02-11,GM0158,Haaksbergen,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,123,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0160,Hardenberg,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,417,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0163,Hellendoorn,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,173,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0164,Hengelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,367,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0166,Kampen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,342,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0168,Losser,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,141,0,1
4,2022-02-11 10:00:00,2022-02-11,GM0171,Noordoostpolder,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,246,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0173,Oldenzaal,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,188,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0175,Ommen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,112,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0177,Raalte,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,260,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0180,Staphorst,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,106,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0183,Tubbergen,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,120,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0184,Urk,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,56,0,1
4,2022-02-11 10:00:00,2022-02-11,GM0189,Wierden,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,124,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0193,Zwolle,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,806,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0197,Aalten,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Acute Zorg Euregio,145,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0200,Apeldoorn,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,902,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0202,Arnhem,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,849,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0203,Barneveld,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Traumazorgnetwerk Midden-Nederland,417,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0209,Beuningen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,132,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0213,Brummen,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,115,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0214,Buren,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,128,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0216,Culemborg,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,187,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0221,Doesburg,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,45,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0222,Doetinchem,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Acute Zorgregio Oost,338,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0225,Druten,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,71,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0226,Duiven,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,151,0,1
4,2022-02-11 10:00:00,2022-02-11,GM0228,Ede,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,539,0,1
4,2022-02-11 10:00:00,2022-02-11,GM0230,Elburg,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,145,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0232,Epe,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,217,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0233,Ermelo,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,164,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0243,Harderwijk,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,344,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0244,Hattem,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,64,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0246,Heerde,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,102,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0252,Heumen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,116,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0262,Lochem,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,184,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0263,Maasdriel,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,113,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0267,Nijkerk,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Traumazorgnetwerk Midden-Nederland,237,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0268,Nijmegen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,1010,2,0
4,2022-02-11 10:00:00,2022-02-11,GM0269,Oldebroek,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,139,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0273,Putten,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,155,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0274,Renkum,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,121,0,1
4,2022-02-11 10:00:00,2022-02-11,GM0275,Rheden,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,218,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0277,Rozendaal,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,12,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0279,Scherpenzeel,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Traumazorgnetwerk Midden-Nederland,24,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0281,Tiel,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,223,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0285,Voorst,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,119,0,1
4,2022-02-11 10:00:00,2022-02-11,GM0289,Wageningen,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,115,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0293,Westervoort,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,73,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0294,Winterswijk,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Acute Zorg Euregio,170,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0296,Wijchen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,230,2,0
4,2022-02-11 10:00:00,2022-02-11,GM0297,Zaltbommel,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,160,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0299,Zevenaar,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,292,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0301,Zutphen,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,226,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0302,Nunspeet,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,211,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0303,Dronten,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,234,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0307,Amersfoort,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,845,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0308,Baarn,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,100,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0310,De Bilt,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,227,0,1
4,2022-02-11 10:00:00,2022-02-11,GM0312,Bunnik,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,106,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0313,Bunschoten,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,117,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0317,Eemnes,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,40,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0321,Houten,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,242,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0327,Leusden,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,166,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0331,Lopik,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,63,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0335,Montfoort,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,85,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0339,Renswoude,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,35,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0340,Rhenen,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,71,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0342,Soest,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,206,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0344,Utrecht,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,1892,0,2
4,2022-02-11 10:00:00,2022-02-11,GM0345,Veenendaal,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,315,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0351,Woudenberg,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,56,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0352,Wijk bij Duurstede,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,122,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0353,IJsselstein,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,156,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0355,Zeist,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,330,1,0
4,2022-02-11 10:00:00,2022-02-11,GM0356,Nieuwegein,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,269,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0358,Aalsmeer,Noord-Holland,VR13,Amsterdam-Amstelland,GGD Amsterdam,Netwerk Acute Zorg Noordwest,119,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0361,Alkmaar,Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,Netwerk Acute Zorg Noordwest,479,0,1
4,2022-02-11 10:00:00,2022-02-11,GM0362,Amstelveen,Noord-Holland,VR13,Amsterdam-Amstelland,GGD Amsterdam,Netwerk Acute Zorg Noordwest,271,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0363,Amsterdam,Noord-Holland,VR13,Amsterdam-Amstelland,GGD Amsterdam,Netwerk Acute Zorg Noordwest,1933,4,1
4,2022-02-11 10:00:00,2022-02-11,GM0363,Amsterdam,Noord-Holland,VR13,Amsterdam-Amstelland,GGD Amsterdam,SpoedZorgNet,1075,2,1
4,2022-02-11 10:00:00,2022-02-11,GM0373,Bergen (NH.),Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,Netwerk Acute Zorg Noordwest,117,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0375,Beverwijk,Noord-Holland,VR12,Kennemerland,GGD Kennemerland,Netwerk Acute Zorg Noordwest,194,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0376,Blaricum,Noord-Holland,VR14,Gooi en Vechtstreek,GGD Gooi en Vechtstreek,SpoedZorgNet,51,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0377,Bloemendaal,Noord-Holland,VR12,Kennemerland,GGD Kennemerland,Netwerk Acute Zorg Noordwest,90,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0383,Castricum,Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,Netwerk Acute Zorg Noordwest,162,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0384,Diemen,Noord-Holland,VR13,Amsterdam-Amstelland,GGD Amsterdam,SpoedZorgNet,112,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0385,Edam-Volendam,Noord-Holland,VR11,Zaanstreek-Waterland,GGD Zaanstreek/Waterland,SpoedZorgNet,118,0,1
4,2022-02-11 10:00:00,2022-02-11,GM0388,Enkhuizen,Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,SpoedZorgNet,86,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0392,Haarlem,Noord-Holland,VR12,Kennemerland,GGD Kennemerland,Netwerk Acute Zorg Noordwest,720,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0394,Haarlemmermeer,Noord-Holland,VR12,Kennemerland,GGD Kennemerland,Netwerk Acute Zorg Noordwest,555,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0396,Heemskerk,Noord-Holland,VR12,Kennemerland,GGD Kennemerland,Netwerk Acute Zorg Noordwest,171,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0397,Heemstede,Noord-Holland,VR12,Kennemerland,GGD Kennemerland,Netwerk Acute Zorg Noordwest,137,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0399,Heiloo,Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,Netwerk Acute Zorg Noordwest,121,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0400,Den Helder,Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,Netwerk Acute Zorg Noordwest,303,0,1
4,2022-02-11 10:00:00,2022-02-11,GM0402,Hilversum,Noord-Holland,VR14,Gooi en Vechtstreek,GGD Gooi en Vechtstreek,SpoedZorgNet,505,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0405,Hoorn,Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,SpoedZorgNet,316,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0406,Huizen,Noord-Holland,VR14,Gooi en Vechtstreek,GGD Gooi en Vechtstreek,SpoedZorgNet,149,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0415,Landsmeer,Noord-Holland,VR11,Zaanstreek-Waterland,GGD Zaanstreek/Waterland,SpoedZorgNet,25,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0417,Laren,Noord-Holland,VR14,Gooi en Vechtstreek,GGD Gooi en Vechtstreek,SpoedZorgNet,46,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0420,Medemblik,Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,SpoedZorgNet,188,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0431,Oostzaan,Noord-Holland,VR11,Zaanstreek-Waterland,GGD Zaanstreek/Waterland,SpoedZorgNet,32,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0432,Opmeer,Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,Netwerk Acute Zorg Noordwest,68,0,1
4,2022-02-11 10:00:00,2022-02-11,GM0437,Ouder-Amstel,Noord-Holland,VR13,Amsterdam-Amstelland,GGD Amsterdam,Netwerk Acute Zorg Noordwest,45,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0439,Purmerend,Noord-Holland,VR11,Zaanstreek-Waterland,GGD Zaanstreek/Waterland,Netwerk Acute Zorg Noordwest,36,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0439,Purmerend,Noord-Holland,VR11,Zaanstreek-Waterland,GGD Zaanstreek/Waterland,SpoedZorgNet,300,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0441,Schagen,Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,Netwerk Acute Zorg Noordwest,233,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0448,Texel,Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,Netwerk Acute Zorg Noordwest,124,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0450,Uitgeest,Noord-Holland,VR12,Kennemerland,GGD Kennemerland,Netwerk Acute Zorg Noordwest,70,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0451,Uithoorn,Noord-Holland,VR13,Amsterdam-Amstelland,GGD Amsterdam,Netwerk Acute Zorg Noordwest,71,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0453,Velsen,Noord-Holland,VR12,Kennemerland,GGD Kennemerland,Netwerk Acute Zorg Noordwest,309,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0457,Weesp,Noord-Holland,VR14,Gooi en Vechtstreek,GGD Gooi en Vechtstreek,SpoedZorgNet,122,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0473,Zandvoort,Noord-Holland,VR12,Kennemerland,GGD Kennemerland,Netwerk Acute Zorg Noordwest,61,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0479,Zaanstad,Noord-Holland,VR11,Zaanstreek-Waterland,GGD Zaanstreek/Waterland,Netwerk Acute Zorg Noordwest,517,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0482,Alblasserdam,Zuid-Holland,VR18,Zuid-Holland-Zuid,Dienst Gezondheid & Jeugd ZHZ,Traumacentrum Zuidwest-Nederland,112,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0484,Alphen aan den Rijn,Zuid-Holland,VR16,Hollands-Midden,GGD Hollands-Midden,Netwerk Acute Zorg West,432,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0489,Barendrecht,Zuid-Holland,VR17,Rotterdam-Rijnmond,GGD Rotterdam-Rijnmond,Traumacentrum Zuidwest-Nederland,231,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0498,Drechterland,Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,SpoedZorgNet,90,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0501,Brielle,Zuid-Holland,VR17,Rotterdam-Rijnmond,GGD Rotterdam-Rijnmond,Traumacentrum Zuidwest-Nederland,62,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0502,Capelle aan den IJssel,Zuid-Holland,VR17,Rotterdam-Rijnmond,GGD Rotterdam-Rijnmond,Traumacentrum Zuidwest-Nederland,198,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0503,Delft,Zuid-Holland,VR15,Haaglanden,GGD Haaglanden,Netwerk Acute Zorg West,492,1,0
4,2022-02-11 10:00:00,2022-02-11,GM0505,Dordrecht,Zuid-Holland,VR18,Zuid-Holland-Zuid,Dienst Gezondheid & Jeugd ZHZ,Traumacentrum Zuidwest-Nederland,616,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0512,Gorinchem,Zuid-Holland,VR18,Zuid-Holland-Zuid,Dienst Gezondheid & Jeugd ZHZ,Traumacentrum Zuidwest-Nederland,219,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0513,Gouda,Zuid-Holland,VR16,Hollands-Midden,GGD Hollands-Midden,Netwerk Acute Zorg West,353,0,0
4,2022-02-11 10:00:00,2022-02-11,GM0518,'s-Gravenhage,Zuid-Holland,VR15,Haaglanden,GGD Haaglanden,Netwerk Acute Zorg West,1842,2,0
